product_id,product_name,product_created_at,product_updated_at,trademark_id,trademark_name,product_variant_id,product_variant_name,product_variant_description,product_variant_status,product_variant_featured,product_variant_created_at,product_variant_updated_at,usage_category_id,usage_category_name,usage_category_status,product_variant_detail_id,product_variant_detail_name,price,quantity,sale,product_variant_detail_status,views_count,color_id,color_name,memory_id,memory_name,product_image_id,product_image_path,product_image_avatar,product_feedback_id,customer_id,feedback_rating,feedback_text,feedback_created_at,img_product_feedback_id,img_product_feedback_path,img_product_feedback_description,attributes
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,f8c2116e-4012-4eeb-ad58-121af941ea5d,Samsung Galaxy A55 5G 12GB,Samsung Galaxy A55 5G 12GB,AVAILABLE,True,2024-11-30 10:45:12.587109,2024-11-30 10:45:12.587109,c1c06c07-94e7-41ef-98a6-38f561a2e94f,Play games,,c26cf22d-7830-45cb-a0fe-6a7a588f41e6,Samsung Galaxy A55 5G 12GB - Blue - 8GB,10890000.0,215.0,0.22,AVAILABLE,0.0,B605E0F0-A442-479C-ACBD-8572403197A3,Blue,28886b1b-69bf-4331-8193-e1d86c824125,8GB,7e9a2247-339c-400c-b0e1-d71562d659b0,products/Samsung_Galaxy_A55_5G_12GB/28886b1b-69bf-4331-8193-e1d86c824125/B605E0F0-A442-479C-ACBD-8572403197A3/1732938312652-sm-a556_galaxy_a55_awesome_iceblue_ui.png,False,,,,,,,,,"Screen type: Super AMOLED; Batery: 5000 mAh; Chipset: Exynos 1480 4nm 2.4GHz; Rear camera: Main camera: 50 MP OIS+HDR Wide-angle camera: 12MP Macro camera: 5MP; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+"
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,f8c2116e-4012-4eeb-ad58-121af941ea5d,Samsung Galaxy A55 5G 12GB,Samsung Galaxy A55 5G 12GB,AVAILABLE,True,2024-11-30 10:45:12.587109,2024-11-30 10:45:12.587109,c1c06c07-94e7-41ef-98a6-38f561a2e94f,Play games,,c26cf22d-7830-45cb-a0fe-6a7a588f41e6,Samsung Galaxy A55 5G 12GB - Blue - 8GB,10890000.0,215.0,0.22,AVAILABLE,0.0,B605E0F0-A442-479C-ACBD-8572403197A3,Blue,28886b1b-69bf-4331-8193-e1d86c824125,8GB,affd9536-3a58-4e1e-8031-d25378ff6003,products/Samsung_Galaxy_A55_5G_12GB/28886b1b-69bf-4331-8193-e1d86c824125/12346b1b-69bf-4331-8193-e1d86c824225/1732938312617-samsung-galaxy-a55-5g-tim-1-750x500.jpg,False,,,,,,,,,"Screen type: Super AMOLED; Batery: 5000 mAh; Chipset: Exynos 1480 4nm 2.4GHz; Rear camera: Main camera: 50 MP OIS+HDR Wide-angle camera: 12MP Macro camera: 5MP; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+"
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,f8c2116e-4012-4eeb-ad58-121af941ea5d,Samsung Galaxy A55 5G 12GB,Samsung Galaxy A55 5G 12GB,AVAILABLE,True,2024-11-30 10:45:12.587109,2024-11-30 10:45:12.587109,c1c06c07-94e7-41ef-98a6-38f561a2e94f,Play games,,ff3fba27-ad98-4d2e-ad39-daacd4814b5b,Samsung Galaxy A55 5G 12GB - Purple - 8GB,10890000.0,123.0,0.22,AVAILABLE,0.0,12346b1b-69bf-4331-8193-e1d86c824225,Purple,28886b1b-69bf-4331-8193-e1d86c824125,8GB,b8c22471-a6fc-4bf6-8444-5f9b96115c8f,products/Samsung_Galaxy_A55_5G_12GB/28886b1b-69bf-4331-8193-e1d86c824125/12346b1b-69bf-4331-8193-e1d86c824225/1732938312617-samsung-galaxy-a55-5g-tim-1-750x500.jpg,False,,,,,,,,,"Screen type: Super AMOLED; Batery: 5000 mAh; Chipset: Exynos 1480 4nm 2.4GHz; Rear camera: Main camera: 50 MP OIS+HDR Wide-angle camera: 12MP Macro camera: 5MP; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+"
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,ff92bbe8-57df-40c3-b059-ccc89eddd4c9,Samsung Galaxy A55 5G 8GB1,Samsung Galaxy A55 5G 8GB,AVAILABLE,True,2024-11-30 10:45:12.347269,2024-11-30 21:03:35.633648,1d054a18-90d4-4fc7-9d1c-1e6eaa3420cd,Gaming,,05e5a662-a70e-4b41-a3e8-89dc27c1ec13,Samsung Galaxy A55 5G 8GB1 - Black - 4GB,9090000.0,784.0,0.1,AVAILABLE,0.0,5E767C54-4FF1-4CDF-B5F9-0D9D8F6702FE,Black,98712b1b-69bf-4331-8193-e1d86c824125,4GB,50d4d350-b26d-4a63-ac51-3c8dbef6cac7,products/Samsung_Galaxy_A55_5G_8GB/98712b1b-69bf-4331-8193-e1d86c824125/B605E0F0-A442-479C-ACBD-8572403197A3/1732938312382-sm-a556_galaxy_a55_awesome_iceblue_ui.png,False,8483c38e-e596-47f9-a2cf-142e2c663819,2a965310-71c4-4d25-a257-257edd815e3a,,12321312,2024-11-30 20:56:05.462193,24016b2a-0586-4369-928a-d84818442cb6,product-feedback/1732974965406-dien-thoai-sony-xperia-10-vi.png,,"GPS: GPS, Glonass, Beidou, Galileo, QZSS; GPU: 64GB; Scan frequency: 60Hz; Charging technology: 25W fast charging; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+; Network support: 802.11 2.4GHz+5GHz, WiFi Direct "
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,ff92bbe8-57df-40c3-b059-ccc89eddd4c9,Samsung Galaxy A55 5G 8GB1,Samsung Galaxy A55 5G 8GB,AVAILABLE,True,2024-11-30 10:45:12.347269,2024-11-30 21:03:35.633648,1d054a18-90d4-4fc7-9d1c-1e6eaa3420cd,Gaming,,05e5a662-a70e-4b41-a3e8-89dc27c1ec13,Samsung Galaxy A55 5G 8GB1 - Black - 4GB,9090000.0,784.0,0.1,AVAILABLE,0.0,5E767C54-4FF1-4CDF-B5F9-0D9D8F6702FE,Black,98712b1b-69bf-4331-8193-e1d86c824125,4GB,771e7600-31ae-4215-8bde-4354dc77b1cd,products/Samsung_Galaxy_A55_5G_8GB/98712b1b-69bf-4331-8193-e1d86c824125/5E767C54-4FF1-4CDF-B5F9-0D9D8F6702FE/1732938312459-sm-a556_galaxy_a55_awesome_navy_ui.png,False,8483c38e-e596-47f9-a2cf-142e2c663819,2a965310-71c4-4d25-a257-257edd815e3a,,12321312,2024-11-30 20:56:05.462193,24016b2a-0586-4369-928a-d84818442cb6,product-feedback/1732974965406-dien-thoai-sony-xperia-10-vi.png,,"GPS: GPS, Glonass, Beidou, Galileo, QZSS; GPU: 64GB; Scan frequency: 60Hz; Charging technology: 25W fast charging; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+; Network support: 802.11 2.4GHz+5GHz, WiFi Direct "
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,ff92bbe8-57df-40c3-b059-ccc89eddd4c9,Samsung Galaxy A55 5G 8GB1,Samsung Galaxy A55 5G 8GB,AVAILABLE,True,2024-11-30 10:45:12.347269,2024-11-30 21:03:35.633648,1d054a18-90d4-4fc7-9d1c-1e6eaa3420cd,Gaming,,05e5a662-a70e-4b41-a3e8-89dc27c1ec13,Samsung Galaxy A55 5G 8GB1 - Black - 4GB,9090000.0,784.0,0.1,AVAILABLE,0.0,5E767C54-4FF1-4CDF-B5F9-0D9D8F6702FE,Black,98712b1b-69bf-4331-8193-e1d86c824125,4GB,cbad1477-f28a-4b55-9fb4-6ccc3dbe07a3,products/Samsung_Galaxy_A55_5G_8GB/98712b1b-69bf-4331-8193-e1d86c824125/86970b1b-69bf-4331-8193-e1d86c824245/1732938312425-sm-a556_galaxy_a55_awesome_iceblue_ui.png,False,8483c38e-e596-47f9-a2cf-142e2c663819,2a965310-71c4-4d25-a257-257edd815e3a,,12321312,2024-11-30 20:56:05.462193,24016b2a-0586-4369-928a-d84818442cb6,product-feedback/1732974965406-dien-thoai-sony-xperia-10-vi.png,,"GPS: GPS, Glonass, Beidou, Galileo, QZSS; GPU: 64GB; Scan frequency: 60Hz; Charging technology: 25W fast charging; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+; Network support: 802.11 2.4GHz+5GHz, WiFi Direct "
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,ff92bbe8-57df-40c3-b059-ccc89eddd4c9,Samsung Galaxy A55 5G 8GB1,Samsung Galaxy A55 5G 8GB,AVAILABLE,True,2024-11-30 10:45:12.347269,2024-11-30 21:03:35.633648,1d054a18-90d4-4fc7-9d1c-1e6eaa3420cd,Gaming,,261b1a11-6cbb-443c-9797-06fa3470cb41,Samsung Galaxy A55 5G 8GB1 - White - 4GB,9090000.0,566.0,0.1,AVAILABLE,0.0,86970b1b-69bf-4331-8193-e1d86c824245,White,98712b1b-69bf-4331-8193-e1d86c824125,4GB,01d44da4-23fd-4046-ac38-3986cf8eab7f,products/Samsung_Galaxy_A55_5G_8GB/98712b1b-69bf-4331-8193-e1d86c824125/B605E0F0-A442-479C-ACBD-8572403197A3/1732938312382-sm-a556_galaxy_a55_awesome_iceblue_ui.png,False,8483c38e-e596-47f9-a2cf-142e2c663819,2a965310-71c4-4d25-a257-257edd815e3a,,12321312,2024-11-30 20:56:05.462193,24016b2a-0586-4369-928a-d84818442cb6,product-feedback/1732974965406-dien-thoai-sony-xperia-10-vi.png,,"GPS: GPS, Glonass, Beidou, Galileo, QZSS; GPU: 64GB; Scan frequency: 60Hz; Charging technology: 25W fast charging; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+; Network support: 802.11 2.4GHz+5GHz, WiFi Direct "
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,ff92bbe8-57df-40c3-b059-ccc89eddd4c9,Samsung Galaxy A55 5G 8GB1,Samsung Galaxy A55 5G 8GB,AVAILABLE,True,2024-11-30 10:45:12.347269,2024-11-30 21:03:35.633648,1d054a18-90d4-4fc7-9d1c-1e6eaa3420cd,Gaming,,261b1a11-6cbb-443c-9797-06fa3470cb41,Samsung Galaxy A55 5G 8GB1 - White - 4GB,9090000.0,566.0,0.1,AVAILABLE,0.0,86970b1b-69bf-4331-8193-e1d86c824245,White,98712b1b-69bf-4331-8193-e1d86c824125,4GB,550a7eac-f0b9-4888-b96c-a84df61689d9,products/Samsung_Galaxy_A55_5G_8GB/98712b1b-69bf-4331-8193-e1d86c824125/86970b1b-69bf-4331-8193-e1d86c824245/1732938312425-sm-a556_galaxy_a55_awesome_iceblue_ui.png,False,8483c38e-e596-47f9-a2cf-142e2c663819,2a965310-71c4-4d25-a257-257edd815e3a,,12321312,2024-11-30 20:56:05.462193,24016b2a-0586-4369-928a-d84818442cb6,product-feedback/1732974965406-dien-thoai-sony-xperia-10-vi.png,,"GPS: GPS, Glonass, Beidou, Galileo, QZSS; GPU: 64GB; Scan frequency: 60Hz; Charging technology: 25W fast charging; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+; Network support: 802.11 2.4GHz+5GHz, WiFi Direct "
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,ff92bbe8-57df-40c3-b059-ccc89eddd4c9,Samsung Galaxy A55 5G 8GB1,Samsung Galaxy A55 5G 8GB,AVAILABLE,True,2024-11-30 10:45:12.347269,2024-11-30 21:03:35.633648,1d054a18-90d4-4fc7-9d1c-1e6eaa3420cd,Gaming,,5baca99d-b10a-43f2-ac48-ba7699372d04,Samsung Galaxy A55 5G 8GB1 - Black - 8GB,9890000.0,534.0,0.14,AVAILABLE,0.0,5E767C54-4FF1-4CDF-B5F9-0D9D8F6702FE,Black,28886b1b-69bf-4331-8193-e1d86c824125,8GB,b92aef88-0968-4808-b9b3-d34d01559da7,products/Samsung_Galaxy_A55_5G_8GB/28886b1b-69bf-4331-8193-e1d86c824125/5E767C54-4FF1-4CDF-B5F9-0D9D8F6702FE/1732938312499-sm-a556_galaxy_a55_awesome_navy_ui.png,False,8483c38e-e596-47f9-a2cf-142e2c663819,2a965310-71c4-4d25-a257-257edd815e3a,,12321312,2024-11-30 20:56:05.462193,24016b2a-0586-4369-928a-d84818442cb6,product-feedback/1732974965406-dien-thoai-sony-xperia-10-vi.png,,"GPS: GPS, Glonass, Beidou, Galileo, QZSS; GPU: 64GB; Scan frequency: 60Hz; Charging technology: 25W fast charging; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+; Network support: 802.11 2.4GHz+5GHz, WiFi Direct "
11dda71a-ec77-4d72-b6d4-1b869f727a9e,Samsung Galaxy A55 5G2,2024-11-30 10:45:12.315782,2024-11-30 21:03:26.599141,7b8c08a0-a860-46ff-bdf1-952a32d973ea,Samsung,ff92bbe8-57df-40c3-b059-ccc89eddd4c9,Samsung Galaxy A55 5G 8GB1,Samsung Galaxy A55 5G 8GB,AVAILABLE,True,2024-11-30 10:45:12.347269,2024-11-30 21:03:35.633648,1d054a18-90d4-4fc7-9d1c-1e6eaa3420cd,Gaming,,627c3e9d-057f-4fbc-b37a-a925ffe62b55,Samsung Galaxy A55 5G 8GB1 - Blue - 8GB,9890000.0,122.0,0.14,AVAILABLE,0.0,B605E0F0-A442-479C-ACBD-8572403197A3,Blue,28886b1b-69bf-4331-8193-e1d86c824125,8GB,eb58c774-a0f3-4a48-bf0c-e81a35c34874,products/Samsung_Galaxy_A55_5G_8GB/28886b1b-69bf-4331-8193-e1d86c824125/B605E0F0-A442-479C-ACBD-8572403197A3/1732938312544-sm-a556_galaxy_a55_awesome_iceblue_ui.png,False,8483c38e-e596-47f9-a2cf-142e2c663819,2a965310-71c4-4d25-a257-257edd815e3a,,12321312,2024-11-30 20:56:05.462193,24016b2a-0586-4369-928a-d84818442cb6,product-feedback/1732974965406-dien-thoai-sony-xperia-10-vi.png,,"GPS: GPS, Glonass, Beidou, Galileo, QZSS; GPU: 64GB; Scan frequency: 60Hz; Charging technology: 25W fast charging; Screen features: 120Hz refresh rate, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+; Network support: 802.11 2.4GHz+5GHz, WiFi Direct "
